Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP,Brand_Encoded
130.0,4.0,64,5000.0,48.0,27
100.0,3.0,32,6000.0,8.0,27
70.0,2.0,32,4000.0,8.0,27
60.0,2.0,32,3020.0,5.0,27
100.0,1.0,16,4000.0,5.0,27
150.0,4.0,64,7000.0,50.0,27
120.0,2.0,32,5000.0,5.0,27
200.0,8.0,128,5000.0,64.0,27
180.0,4.0,64,5000.0,13.0,27
120.0,3.0,64,5000.0,13.0,27
120.0,4.0,64,5000.0,50.0,27
80.0,2.0,32,5000.0,8.0,27
190.0,4.0,128,6000.0,50.0,27
240.0,4.0,64,7000.0,16.0,27
460.0,8.0,256,5160.0,64.0,27
130.0,3.0,64,5000.0,13.0,27
440.0,8.0,128,5500.0,48.0,28
80.0,2.0,16,4000.0,13.0,28
250.0,4.0,128,5500.0,48.0,28
110.0,4.0,32,4000.0,13.0,28
70.0,2.0,16,2700.0,8.0,28
550.0,8.0,128,6600.0,64.0,28
120.0,4.0,64,4500.0,16.0,28
200.0,4.0,64,5580.0,16.0,28
70.0,2.0,16,2700.0,5.0,28
110.0,4.0,64,5000.0,13.0,28
290.0,8.0,128,6600.0,64.0,28
130.0,4.0,64,5080.0,13.0,28
420.0,8.0,128,5800.0,64.0,28
120.0,2.0,32,5500.0,8.0,28
160.0,8.0,128,4500.0,48.0,28
480.0,8.0,256,5200.0,48.0,28
190.0,6.0,128,5580.0,16.0,28
590.0,8.0,256,5200.0,48.0,28
130.0,4.0,64,7680.0,13.0,28
300.0,8.0,256,13200.0,48.0,28
370.0,8.0,128,5180.0,48.0,28
150.0,3.0,32,5080.0,13.0,28
150.0,3.0,32,5000.0,13.0,28
160.0,4.0,64,5000.0,13.0,28
230.0,4.0,64,10000.0,20.0,28
90.0,2.0,32,3300.0,8.0,28
130.0,4.0,64,7700.0,13.0,28
130.0,4.0,64,5180.0,20.0,28
130.0,4.0,32,5180.0,13.0,28
110.0,3.0,128,5500.0,13.0,28
170.0,4.0,64,5180.0,20.0,28
260.0,6.0,128,10000.0,20.0,28
300.0,6.0,128,6600.0,12.0,28
170.0,4.0,64,8150.0,16.0,28
220.0,4.0,64,9600.0,16.0,28
260.0,8.0,256,5380.0,108.0,28
640.0,12.0,256,9600.0,108.0,28
180.0,4.0,64,6580.0,13.0,28
400.0,12.0,256,9600.0,108.0,28
120.0,3.0,64,5200.0,16.0,11
100.0,2.0,32,5000.0,13.0,11
150.0,4.0,64,5200.0,48.0,11
200.0,6.0,128,5200.0,64.0,11
170.0,8.0,128,4500.0,48.0,11
70.0,2.0,32,5000.0,8.0,11
80.0,2.0,32,6000.0,13.0,11
80.0,2.0,32,6000.0,13.0,11
110.0,4.0,64,6000.0,48.0,11
110.0,4.0,64,5000.0,48.0,11
140.0,4.0,64,5000.0,48.0,11
170.0,4.0,64,5000.0,48.0,11
180.0,6.0,64,5000.0,64.0,11
100.0,3.0,32,6000.0,13.0,11
210.0,8.0,128,5000.0,48.0,11
320.0,8.0,128,4500.0,64.0,11
180.0,8.0,128,4500.0,108.0,11
110.0,4.0,64,5200.0,13.0,11
140.0,4.0,64,5000.0,50.0,11
100.0,2.0,32,5000.0,8.0,11
100.0,4.0,64,5000.0,50.0,11
180.0,4.0,64,5000.0,50.0,11
140.0,4.0,64,5000.0,48.0,11
120.0,4.0,64,6000.0,13.0,11
70.0,2.0,32,6000.0,13.0,11
250.0,8.0,128,5000.0,48.0,11
140.0,2.0,64,5000.0,13.0,11
110.0,4.0,64,5000.0,13.0,11
80.0,2.0,32,5000.0,8.0,11
150.0,4.0,128,5000.0,13.0,11
190.0,4.0,64,5000.0,50.0,11
170.0,4.0,128,5000.0,50.0,11
290.0,4.0,128,4500.0,108.0,11
60.0,4.0,64,6000.0,13.0,11
230.0,4.0,64,5000.0,50.0,11
190.0,6.0,64,5000.0,50.0,11
140.0,8.0,128,5000.0,108.0,11
420.0,8.0,256,5000.0,108.0,11
100.0,2.0,64,5000.0,8.0,11
180.0,8.0,128,5000.0,50.0,11
150.0,4.0,64,5000.0,50.0,11
200.0,8.0,128,4500.0,108.0,11
120.0,2.0,64,5000.0,13.0,11
240.0,4.0,64,5000.0,50.0,11
500.0,8.0,256,4500.0,200.0,11
